,CityState,University,Uni CityState,Distance,Closest,City,City Lat,City Lng,Distance_Text,State,Time,Time_Text,Uni Lat,Uni Lng,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,Impressions,CPC,CTR,Cost
6944,"DIXIE, GA",GTECH,"SAVANNAH, GA",176.085056378713,1,DIXIE,30.816844,-83.689394,211 mi,GA,13640.0,3 hours 47 mins,32.0835,-81.0998,557.0,321.0,208.0,14.0,5.0,4.0,4.0,106.0,9.0,7.0,61.0,11.0,0.0,0.0,164.0,166.0,23.0,0.0,0.0,47.3,56.6,42.5,32443.0,17360.0,713.0,121600.0,,,,
6958,"DIXONS MILLS, AL",GTECH,"ATLANTA, GA",229.250403778116,1,DIXONS MILLS,32.060282,-87.776198,,AL,,,33.7756178,-84.396285,1359.0,340.0,1019.0,0.0,0.0,0.0,10.0,387.0,19.0,61.0,12.0,35.0,0.0,0.0,415.0,441.0,60.0,0.0,0.0,40.3,35.5,42.1,27318.0,15202.0,,49400.0,,,,
6963,"DOCENA, AL",GTECH,"ATLANTA, GA",148.025780873635,1,DOCENA,33.55775,-86.951726,160 mi,AL,9298.0,2 hours 35 mins,33.7756178,-84.396285,344.0,166.0,178.0,0.0,0.0,0.0,8.0,83.0,40.0,0.0,0.0,0.0,0.0,0.0,149.0,117.0,18.0,0.0,0.0,59.4,60.2,55.3,,16902.0,,34400.0,,,,
6982,"DOERUN, GA",GTECH,"ATLANTA, GA",170.205860375166,1,DOERUN,31.341346,-83.901613,191 mi,GA,10824.0,3 hours 0 mins,33.7756178,-84.396285,2802.0,2156.0,488.0,29.0,2.0,114.0,33.0,480.0,114.0,151.0,249.0,64.0,6.0,0.0,847.0,1121.0,139.0,10.0,0.0,35.1,38.6,31.4,33718.0,17036.0,589.0,76000.0,,,,
6989,"DOLOMITE, AL",GTECH,"ATLANTA, GA",149.054080999297,1,DOLOMITE,33.472006,-86.95594,162 mi,AL,9084.0,2 hours 31 mins,33.7756178,-84.396285,1357.0,64.0,1287.0,0.0,0.0,0.0,0.0,234.0,10.0,119.0,109.0,10.0,5.0,12.0,327.0,662.0,253.0,0.0,0.0,38.1,36.4,47.8,40741.0,19024.0,1257.0,74600.0,,,,
7003,"DONALSONVILLE, GA",GTECH,"ATLANTA, GA",196.754427276499,1,DONALSONVILLE,30.951468,-84.892838,226 mi,GA,13110.0,3 hours 39 mins,33.7756178,-84.396285,7939.0,5005.0,2732.0,0.0,48.0,175.0,127.0,1803.0,525.0,232.0,525.0,215.0,71.0,30.0,1456.0,2991.0,285.0,11.0,15.0,45.3,44.7,46.1,35813.0,20607.0,660.0,76000.0,,,,
7024,"DORA, AL",GTECH,"ATLANTA, GA",150.529623686563,1,DORA,33.72492,-87.010252,173 mi,AL,9527.0,2 hours 39 mins,33.7756178,-84.396285,7482.0,7150.0,195.0,16.0,16.0,14.0,38.0,1586.0,188.0,560.0,365.0,324.0,77.0,0.0,909.0,3222.0,271.0,134.0,6.0,42.8,42.0,43.5,44018.0,24459.0,627.0,124400.0,,,,
7033,"DORCHESTER, SC",GTECH,"SAVANNAH, GA",82.5710191178805,1,DORCHESTER,33.139994,-80.431756,99.1 mi,SC,5811.0,1 hour 37 mins,32.0835,-81.0998,2302.0,1533.0,769.0,0.0,0.0,96.0,44.0,676.0,21.0,207.0,66.0,13.0,0.0,0.0,408.0,1110.0,167.0,23.0,24.0,43.0,42.0,47.2,35417.0,20979.0,818.0,111500.0,,,,
7051,"DOTHAN, AL",GTECH,"ATLANTA, GA",187.253269325017,1,DOTHAN,31.203735,-85.43187,213 mi,AL,12881.0,3 hours 35 mins,33.7756178,-84.396285,83176.0,55209.0,24674.0,271.0,745.0,2655.0,838.0,14269.0,3182.0,4834.0,8141.0,3110.0,951.0,461.0,15224.0,39226.0,3355.0,787.0,178.0,38.3333333333333,36.7666666666667,39.5666666666667,46887.6666666667,26581.6666666667,728.0,139433.333333333,4.83,8.71,0.058,2.4
7060,"DOUGLAS, GA",GTECH,"SAVANNAH, GA",110.188572446834,1,DOUGLAS,31.509862,-82.847768,133 mi,GA,9160.0,2 hours 33 mins,32.0835,-81.0998,28147.0,17370.0,8931.0,68.0,246.0,3253.0,247.0,5307.0,944.0,1137.0,1619.0,738.0,251.0,60.0,7673.0,11501.0,999.0,48.0,30.0,34.05,30.8,35.75,34906.5,18928.5,557.5,86150.0,0.91,4.59,0.028,0.11
7071,"DOUGLASVILLE, GA",GTECH,"ATLANTA, GA",21.1171593582975,1,DOUGLASVILLE,33.724019,-84.757836,26.9 mi,GA,2800.0,47 mins,33.7756178,-84.396285,106849.0,57574.0,42729.0,110.0,1877.0,8050.0,682.0,16936.0,3387.0,5127.0,10622.0,4485.0,1245.0,397.0,17261.0,53244.0,5424.0,1341.0,571.0,35.35,33.55,36.75,54176.0,23041.5,956.0,125000.0,22.52,16.14,0.038,13.32
7124,"DOZIER, AL",GTECH,"ATLANTA, GA",195.536221359399,1,DOZIER,31.49547,-86.392802,235 mi,AL,13447.0,3 hours 44 mins,33.7756178,-84.396285,1870.0,1658.0,191.0,12.0,0.0,7.0,21.0,427.0,93.0,102.0,117.0,67.0,0.0,5.0,337.0,911.0,133.0,8.0,20.0,44.6,44.7,44.6,34398.0,20921.0,508.0,78900.0,,,,
7177,"DRY BRANCH, GA",GTECH,"ATLANTA, GA",91.0774500249659,1,DRY BRANCH,32.690507,-83.498578,108 mi,GA,6354.0,1 hour 46 mins,33.7756178,-84.396285,2271.0,1300.0,869.0,8.0,0.0,0.0,0.0,508.0,82.0,49.0,204.0,8.0,0.0,0.0,639.0,717.0,77.0,3.0,0.0,45.5,47.0,45.2,30071.0,18799.0,725.0,59000.0,,,,
7196,"DU PONT, GA",GTECH,"SAVANNAH, GA",130.720830600949,1,DU PONT,30.950818,-82.876732,162 mi,GA,10555.0,2 hours 56 mins,32.0835,-81.0998,481.0,142.0,111.0,6.0,0.0,191.0,0.0,84.0,9.0,4.0,12.0,13.0,4.0,0.0,261.0,132.0,57.0,0.0,0.0,25.9,28.7,25.3,14453.0,8645.0,380.0,40500.0,,,,
7204,"DUBLIN, GA",GTECH,"SAVANNAH, GA",111.521539060233,1,DUBLIN,32.493427,-82.943054,118 mi,GA,6404.0,1 hour 47 mins,32.0835,-81.0998,27849.0,14788.0,12284.0,29.0,490.0,631.0,230.0,6551.0,1011.0,1572.0,1651.0,1313.0,473.0,101.0,7983.0,10664.0,766.0,206.0,27.0,38.0,36.5,40.2,31981.0,20489.0,562.0,100300.0,0.45,10.59,0.026,0.12
7225,"DUDLEY, GA",GTECH,"SAVANNAH, GA",121.661767439446,1,DUDLEY,32.51154,-83.116631,126 mi,GA,6421.0,1 hour 47 mins,32.0835,-81.0998,1568.0,1153.0,328.0,0.0,0.0,53.0,42.0,327.0,37.0,119.0,82.0,59.0,15.0,22.0,259.0,763.0,31.0,2.0,0.0,40.1,39.3,40.6,56779.0,25656.0,544.0,118600.0,,,,
7230,"DUE WEST, SC",GTECH,"ATLANTA, GA",118.611109545223,1,DUE WEST,34.303669,-82.428794,139 mi,SC,9171.0,2 hours 33 mins,33.7756178,-84.396285,1697.0,1373.0,270.0,12.0,0.0,42.0,10.0,203.0,48.0,64.0,108.0,69.0,0.0,50.0,174.0,584.0,30.0,12.0,0.0,23.1,23.2,23.1,47788.0,14755.0,638.0,141700.0,,,,
7245,"DULUTH, GA",GTECH,"ATLANTA, GA",21.1521615796718,1,DULUTH,34.000217,-84.145509,25.0 mi,GA,3524.0,59 mins,33.7756178,-84.396285,113493.0,50796.0,23758.0,532.0,28925.0,17056.0,629.0,12868.0,1629.0,7069.0,21446.0,9451.0,1776.0,1693.0,14025.0,61193.0,5412.0,4325.0,1659.0,36.7,36.55,36.8,73278.5,34257.5,1157.5,262450.0,17.74,16.47,0.031,8.88
7270,"DUNCANVILLE, AL",GTECH,"ATLANTA, GA",181.205261721819,1,DUNCANVILLE,33.063695,-87.41475,210 mi,AL,11806.0,3 hours 17 mins,33.7756178,-84.396285,2989.0,2537.0,362.0,22.0,0.0,22.0,74.0,764.0,171.0,135.0,158.0,55.0,0.0,0.0,445.0,1531.0,187.0,0.0,69.0,48.7,50.1,47.2,40611.0,21503.0,657.0,105600.0,,,,
7436,"EARLY BRANCH, SC",GTECH,"SAVANNAH, GA",44.4351806346054,1,EARLY BRANCH,32.718462,-80.967103,56.5 mi,SC,3542.0,59 mins,32.0835,-81.0998,1464.0,825.0,628.0,0.0,0.0,0.0,0.0,428.0,44.0,53.0,80.0,10.0,0.0,0.0,317.0,619.0,39.0,15.0,0.0,42.9,32.8,47.5,34487.0,16269.0,778.0,91700.0,0.23,12.6,0.047,0.13
7490,"EAST DUBLIN, GA",GTECH,"SAVANNAH, GA",105.441997360016,1,EAST DUBLIN,32.581117,-82.804219,113 mi,GA,6275.0,1 hour 45 mins,32.0835,-81.0998,9999.0,6732.0,3174.0,0.0,8.0,465.0,145.0,2521.0,465.0,283.0,286.0,81.0,24.0,28.0,2658.0,3711.0,206.0,28.0,13.0,37.2,37.2,37.2,27945.0,15577.0,622.0,52800.0,,,,
7609,"EASTABOGA, AL",GTECH,"ATLANTA, GA",93.1097149975294,1,EASTABOGA,33.581758,-85.995493,102 mi,AL,6351.0,1 hour 46 mins,33.7756178,-84.396285,4341.0,3510.0,434.0,0.0,0.0,354.0,0.0,715.0,338.0,171.0,127.0,111.0,0.0,0.0,754.0,1970.0,283.0,0.0,0.0,41.1,33.0,42.3,41102.0,18082.0,642.0,103400.0,,,,
7610,"EASTANOLLEE, GA",GTECH,"ATLANTA, GA",81.9255603187508,1,EASTANOLLEE,34.500986,-83.263844,91.6 mi,GA,6323.0,1 hour 45 mins,33.7756178,-84.396285,2666.0,2638.0,28.0,0.0,0.0,0.0,0.0,780.0,113.0,102.0,68.0,24.0,0.0,0.0,319.0,1071.0,184.0,17.0,0.0,41.4,41.6,39.6,44245.0,18840.0,685.0,104900.0,,,,
7620,"EASTMAN, GA",GTECH,"SAVANNAH, GA",123.292678331629,1,EASTMAN,32.183213,-83.199454,137 mi,GA,7934.0,2 hours 12 mins,32.0835,-81.0998,14180.0,9362.0,3843.0,0.0,109.0,564.0,68.0,3020.0,673.0,781.0,1034.0,419.0,122.0,78.0,3260.0,6254.0,629.0,86.0,0.0,40.0,35.1,43.2,33296.0,19106.0,585.0,73800.0,0.45,22.11,0.018,0.17
7651,"EATONTON, GA",GTECH,"ATLANTA, GA",66.7236054998904,1,EATONTON,33.320918,-83.37549,81.1 mi,GA,5549.0,1 hour 32 mins,33.7756178,-84.396285,20404.0,13906.0,5572.0,2.0,116.0,1380.0,149.0,5190.0,716.0,1212.0,1825.0,537.0,130.0,72.0,3355.0,9773.0,613.0,209.0,87.0,44.7,44.2,45.2,43679.0,25538.0,657.0,151500.0,0.91,10.36,0.038,0.35
7669,"ECHOLA, AL",GTECH,"ATLANTA, GA",197.568882635634,1,ECHOLA,33.304137,-87.773144,223 mi,AL,12402.0,3 hours 27 mins,33.7756178,-84.396285,52.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
7674,"ECLECTIC, AL",GTECH,"ATLANTA, GA",121.185247762965,1,ECLECTIC,32.671798,-86.025021,151 mi,AL,9485.0,2 hours 38 mins,33.7756178,-84.396285,5082.0,4616.0,364.0,17.0,0.0,66.0,3.0,1369.0,308.0,308.0,420.0,126.0,75.0,22.0,597.0,2375.0,154.0,82.0,13.0,46.5,44.0,47.5,50329.0,25319.0,736.0,117500.0,0.46,7.98,0.032,0.12
7693,"EDEN, GA",GTECH,"SAVANNAH, GA",18.5698638099293,1,EDEN,32.172843,-81.398602,23.0 mi,GA,1722.0,29 mins,32.0835,-81.0998,1115.0,953.0,61.0,0.0,0.0,101.0,0.0,154.0,68.0,20.0,48.0,37.0,0.0,0.0,52.0,475.0,36.0,0.0,0.0,43.6,42.3,44.4,49955.0,16790.0,,108600.0,,,,
7712,"EDGEFIELD, SC",GTECH,"ATLANTA, GA",138.296356599648,1,EDGEFIELD,33.819698,-81.99337,167 mi,SC,9675.0,2 hours 41 mins,33.7756178,-84.396285,8318.0,4479.0,3494.0,77.0,44.0,580.0,103.0,1657.0,816.0,743.0,610.0,190.0,34.0,43.0,926.0,2816.0,204.0,37.0,12.0,43.6,41.6,49.0,41655.0,19508.0,547.0,114200.0,,,,
7742,"EDISON, GA",GTECH,"ATLANTA, GA",153.826889259691,1,EDISON,31.562973,-84.745898,181 mi,GA,10296.0,2 hours 52 mins,33.7756178,-84.396285,1846.0,590.0,1195.0,0.0,11.0,51.0,37.0,357.0,20.0,55.0,107.0,74.0,0.0,0.0,867.0,632.0,57.0,0.0,4.0,37.4,27.1,42.9,21991.0,13424.0,357.0,65700.0,,,,
7746,"EDISTO ISLAND, SC",GTECH,"SAVANNAH, GA",56.2872350615074,1,EDISTO ISLAND,32.564708,-80.32239,98.4 mi,SC,6292.0,1 hour 45 mins,32.0835,-81.0998,2456.0,1653.0,694.0,3.0,14.0,44.0,9.0,499.0,23.0,182.0,507.0,323.0,58.0,32.0,193.0,1319.0,115.0,57.0,10.0,57.6,57.0,58.0,56705.0,40072.0,868.0,288600.0,,,,
7796,"EHRHARDT, SC",GTECH,"SAVANNAH, GA",69.3602553062399,1,EHRHARDT,33.08908,-81.047373,81.6 mi,SC,5146.0,1 hour 26 mins,32.0835,-81.0998,1430.0,930.0,487.0,0.0,13.0,0.0,0.0,293.0,55.0,115.0,121.0,54.0,0.0,0.0,314.0,526.0,56.0,13.0,0.0,45.6,41.3,47.0,35272.0,19323.0,638.0,82500.0,,,,
7798,"EIGHT MILE, AL",GTECH,"ATLANTA, GA",301.608089031711,1,EIGHT MILE,30.809841,-88.18745,,AL,,,33.7756178,-84.396285,13319.0,7283.0,5809.0,45.0,15.0,131.0,103.0,3142.0,516.0,610.0,610.0,337.0,120.0,17.0,2310.0,5392.0,595.0,144.0,38.0,37.5,34.0,40.2,43655.0,18854.0,832.0,98500.0,,,,
7829,"ELBA, AL",GTECH,"ATLANTA, GA",189.005725811322,1,ELBA,31.428104,-86.072471,225 mi,AL,12643.0,3 hours 31 mins,33.7756178,-84.396285,8183.0,5829.0,1815.0,65.0,103.0,194.0,109.0,1395.0,499.0,485.0,497.0,242.0,42.0,20.0,1797.0,3507.0,290.0,31.0,11.0,42.0,42.7,40.9,35066.0,19653.0,544.0,88200.0,,,,
7839,"ELBERTA, AL",GTECH,"ATLANTA, GA",296.904980288342,1,ELBERTA,30.40821,-87.555585,,AL,,,33.7756178,-84.396285,7235.0,7057.0,50.0,78.0,0.0,618.0,13.0,1132.0,387.0,441.0,656.0,316.0,16.0,3.0,1721.0,3524.0,278.0,60.0,2.0,38.0,37.4,39.3,36549.0,20686.0,859.0,150200.0,0.23,4.87,0.033,0.04
7843,"ELBERTON, GA",GTECH,"ATLANTA, GA",94.8608112295697,1,ELBERTON,34.105769,-82.793148,115 mi,GA,8106.0,2 hours 15 mins,33.7756178,-84.396285,15521.0,9715.0,5417.0,12.0,57.0,751.0,144.0,4244.0,575.0,608.0,556.0,364.0,180.0,14.0,3022.0,6437.0,772.0,104.0,29.0,41.0,39.1,42.8,34670.0,19832.0,603.0,83700.0,0.45,20.03,0.03,0.26
7961,"ELKO, GA",GTECH,"ATLANTA, GA",106.257211208745,1,ELKO,32.335837,-83.741003,119 mi,GA,6672.0,1 hour 51 mins,33.7756178,-84.396285,1405.0,923.0,344.0,5.0,0.0,40.0,21.0,371.0,17.0,79.0,218.0,24.0,27.0,0.0,43.0,838.0,96.0,8.0,0.0,44.5,47.1,42.6,72850.0,27681.0,704.0,136400.0,,,,
7963,"ELKO, SC",GTECH,"SAVANNAH, GA",90.9794259510926,1,ELKO,33.385382,-81.359584,106 mi,SC,7500.0,2 hours 5 mins,32.0835,-81.0998,121.0,25.0,96.0,0.0,0.0,0.0,5.0,13.0,2.0,6.0,6.0,2.0,2.0,0.0,75.0,42.0,11.0,0.0,0.0,30.3,35.5,22.7,18542.0,11203.0,660.0,73800.0,,,,
7980,"ELLABELL, GA",GTECH,"SAVANNAH, GA",22.7794730477252,1,ELLABELL,32.180316,-81.471289,28.2 mi,GA,1990.0,33 mins,32.0835,-81.0998,7734.0,6917.0,562.0,47.0,37.0,139.0,108.0,1607.0,407.0,466.0,371.0,157.0,16.0,44.0,1232.0,3138.0,317.0,21.0,27.0,38.2,33.5,40.9,42717.0,18708.0,916.0,114100.0,,,,
7982,"ELLAVILLE, GA",GTECH,"ATLANTA, GA",104.296203842953,1,ELLAVILLE,32.263441,-84.322724,127 mi,GA,8307.0,2 hours 18 mins,33.7756178,-84.396285,4991.0,3674.0,1195.0,0.0,8.0,226.0,17.0,937.0,213.0,267.0,309.0,137.0,11.0,23.0,1162.0,2293.0,279.0,40.0,14.0,39.6,40.0,39.4,40918.0,20320.0,645.0,96400.0,,,,
7994,"ELLENTON, GA",GTECH,"ATLANTA, GA",185.214001611487,1,ELLENTON,31.176703,-83.587067,205 mi,GA,10985.0,3 hours 3 mins,33.7756178,-84.396285,108.0,100.0,8.0,0.0,0.0,15.0,2.0,11.0,9.0,5.0,0.0,6.0,0.0,2.0,31.0,36.0,1.0,0.0,0.0,64.1,69.5,64.1,16667.0,19315.0,,48300.0,,,,
7996,"ELLENWOOD, GA",GTECH,"ATLANTA, GA",11.9533279928906,1,ELLENWOOD,33.639853,-84.26715,17.6 mi,GA,2429.0,40 mins,33.7756178,-84.396285,41026.0,4686.0,34081.0,25.0,618.0,2366.0,384.0,5960.0,1006.0,2031.0,5090.0,1906.0,175.0,238.0,4691.0,22335.0,2627.0,614.0,236.0,36.1,33.7,37.0,59539.0,24716.0,983.0,117800.0,7.51,21.98,0.033,5.37
7998,"ELLERSLIE, GA",GTECH,"ATLANTA, GA",81.8118541307622,1,ELLERSLIE,32.63823,-84.800836,103 mi,GA,6497.0,1 hour 48 mins,33.7756178,-84.396285,2940.0,2723.0,101.0,0.0,98.0,30.0,33.0,260.0,96.0,237.0,473.0,129.0,113.0,13.0,130.0,1696.0,180.0,31.0,0.0,38.7,38.1,39.2,71667.0,28272.0,897.0,204300.0,,,,
8005,"ELLIJAY, GA",GTECH,"ATLANTA, GA",63.108864984694,1,ELLIJAY,34.6900645,-84.451485,76.8 mi,GA,6119.0,1 hour 42 mins,33.7756178,-84.396285,26310.0,24128.0,341.0,56.0,129.0,3009.0,307.0,5186.0,1581.0,1248.0,1994.0,775.0,271.0,52.0,5916.0,11316.0,1149.0,291.0,8.0,46.05,45.4,47.6,40596.5,22273.5,698.0,143650.0,,,,
8027,"ELLOREE, SC",GTECH,"SAVANNAH, GA",104.24985231012,1,ELLOREE,33.532723,-80.585802,115 mi,SC,6442.0,1 hour 47 mins,32.0835,-81.0998,3420.0,1622.0,1706.0,9.0,48.0,30.0,28.0,986.0,60.0,237.0,267.0,105.0,14.0,0.0,738.0,1380.0,148.0,28.0,0.0,50.0,48.6,52.6,34898.0,22527.0,547.0,97400.0,,,,
8071,"ELMORE, AL",GTECH,"ATLANTA, GA",140.339783097239,1,ELMORE,32.544457,-86.324973,180 mi,AL,9980.0,2 hours 46 mins,33.7756178,-84.396285,7185.0,3230.0,3407.0,116.0,10.0,545.0,14.0,1101.0,974.0,347.0,310.0,126.0,4.0,0.0,667.0,1935.0,266.0,49.0,15.0,33.9,33.1,37.0,45865.0,12010.0,844.0,124000.0,,,,
8089,"ELROD, AL",GTECH,"ATLANTA, GA",198.290021954983,1,ELROD,33.410606,-87.806583,230 mi,AL,13347.0,3 hours 42 mins,33.7756178,-84.396285,739.0,739.0,0.0,0.0,0.0,0.0,0.0,239.0,20.0,26.0,71.0,0.0,0.0,0.0,118.0,307.0,0.0,0.0,6.0,30.7,30.8,23.8,59063.0,19958.0,739.0,,,,,
8134,"EMELLE, AL",GTECH,"ATLANTA, GA",234.556580804355,1,EMELLE,32.791636,-88.275851,,AL,,,33.7756178,-84.396285,959.0,331.0,577.0,41.0,3.0,15.0,15.0,198.0,32.0,24.0,44.0,42.0,0.0,3.0,256.0,386.0,18.0,3.0,4.0,39.5,42.8,37.1,35614.0,13989.0,507.0,75000.0,,,,
8138,"EMERSON, GA",GTECH,"ATLANTA, GA",31.9919031741535,1,EMERSON,34.126177,-84.761354,35.8 mi,GA,3883.0,1 hour 5 mins,33.7756178,-84.396285,1470.0,1105.0,82.0,39.0,32.0,239.0,18.0,286.0,65.0,31.0,146.0,17.0,13.0,14.0,154.0,734.0,32.0,12.0,10.0,41.2,37.4,44.3,47105.0,23961.0,749.0,113100.0,,,,
8214,"ENIGMA, GA",GTECH,"ATLANTA, GA",174.298613671629,1,ENIGMA,31.41359,-83.327184,196 mi,GA,10684.0,2 hours 58 mins,33.7756178,-84.396285,2722.0,2294.0,336.0,8.0,0.0,252.0,19.0,505.0,85.0,216.0,89.0,38.0,16.0,6.0,895.0,1025.0,114.0,41.0,10.0,33.4,35.7,28.5,29565.0,13403.0,660.0,75600.0,,,,
8227,"ENTERPRISE, AL",GTECH,"ATLANTA, GA",190.521171567249,1,ENTERPRISE,31.305932,-85.864054,232 mi,AL,13297.0,3 hours 42 mins,33.7756178,-84.396285,36380.0,27270.0,6865.0,155.0,539.0,3392.0,318.0,5291.0,1289.0,2482.0,4373.0,1881.0,409.0,190.0,5851.0,17780.0,1258.0,354.0,147.0,36.6,34.2,39.0,54250.0,27105.0,758.0,166900.0,2.07,4.06,0.04,0.33
8243,"EPES, AL",GTECH,"ATLANTA, GA",229.55836130706,1,EPES,32.713161,-88.153712,,AL,,,33.7756178,-84.396285,336.0,32.0,304.0,0.0,0.0,0.0,2.0,85.0,3.0,21.0,3.0,27.0,0.0,0.0,93.0,130.0,7.0,0.0,0.0,52.0,47.3,56.1,18125.0,13777.0,633.0,83300.0,,,,
8252,"EPWORTH, GA",GTECH,"ATLANTA, GA",78.8149161143332,1,EPWORTH,34.912906,-84.539104,99.6 mi,GA,8108.0,2 hours 15 mins,33.7756178,-84.396285,1520.0,1520.0,0.0,0.0,0.0,0.0,0.0,484.0,42.0,136.0,112.0,17.0,10.0,0.0,159.0,822.0,42.0,0.0,0.0,53.5,54.1,53.1,53537.0,27187.0,835.0,120800.0,,,,
8254,"EQUALITY, AL",GTECH,"ATLANTA, GA",121.794118946106,1,EQUALITY,32.77548,-86.130993,150 mi,AL,9745.0,2 hours 42 mins,33.7756178,-84.396285,785.0,738.0,47.0,0.0,0.0,0.0,0.0,290.0,36.0,26.0,71.0,59.0,0.0,10.0,71.0,377.0,33.0,8.0,0.0,58.0,56.1,62.5,54167.0,31590.0,,116100.0,,,,
8328,"ESTILL, SC",GTECH,"SAVANNAH, GA",46.3540038865412,1,ESTILL,32.744462,-81.247365,52.4 mi,SC,3698.0,1 hour 2 mins,32.0835,-81.0998,5060.0,1169.0,3385.0,21.0,0.0,641.0,127.0,1091.0,390.0,141.0,207.0,103.0,19.0,18.0,819.0,1793.0,162.0,11.0,5.0,41.0,38.8,43.3,31933.0,20559.0,580.0,71000.0,,,,
8361,"EUFAULA, AL",GTECH,"ATLANTA, GA",125.378140469101,1,EUFAULA,32.060643,-85.116624,147 mi,AL,8797.0,2 hours 27 mins,33.7756178,-84.396285,16633.0,7766.0,7574.0,21.0,238.0,965.0,214.0,3212.0,892.0,952.0,914.0,552.0,97.0,52.0,4429.0,7256.0,1339.0,78.0,41.0,35.9,33.9,39.2,33584.0,18179.0,619.0,112800.0,1.84,9.29,0.077,1.29
8385,"EUTAW, AL",GTECH,"ATLANTA, GA",214.786085095608,1,EUTAW,32.920473,-87.967463,,AL,,,33.7756178,-84.396285,4442.0,900.0,3421.0,0.0,14.0,61.0,23.0,943.0,42.0,241.0,336.0,55.0,33.0,5.0,1444.0,1588.0,371.0,0.0,0.0,48.8,48.7,48.9,22221.0,14292.0,324.0,75600.0,0.23,3.03,0.123,0.08
8386,"EUTAWVILLE, SC",GTECH,"SAVANNAH, GA",101.527054668962,1,EUTAWVILLE,33.390561,-80.295284,116 mi,SC,6541.0,1 hour 49 mins,32.0835,-81.0998,4796.0,1694.0,2908.0,0.0,0.0,94.0,112.0,1234.0,186.0,306.0,131.0,127.0,38.0,2.0,1164.0,1769.0,341.0,33.0,131.0,50.7,48.4,52.5,35505.0,17816.0,604.0,78000.0,,,,
8394,"EVANS, GA",GTECH,"ATLANTA, GA",129.162977831669,1,EVANS,33.55603,-82.170395,143 mi,GA,8309.0,2 hours 18 mins,33.7756178,-84.396285,43528.0,34232.0,5993.0,23.0,2068.0,2085.0,117.0,4443.0,606.0,2884.0,7023.0,3898.0,990.0,672.0,2078.0,21749.0,1003.0,1116.0,192.0,38.1,37.1,38.7,87344.0,35061.0,1400.0,222400.0,4.32,10.78,0.031,1.43
8426,"EVERGREEN, AL",GTECH,"ATLANTA, GA",216.830120065067,1,EVERGREEN,31.480653,-86.940722,,AL,,,33.7756178,-84.396285,7862.0,3323.0,4234.0,0.0,0.0,134.0,80.0,2202.0,380.0,225.0,265.0,170.0,19.0,10.0,2982.0,3013.0,833.0,29.0,0.0,42.4,41.2,43.3,21898.0,15290.0,521.0,75700.0,0.46,2.6,0.038,0.05
8444,"EXCEL, AL",GTECH,"ATLANTA, GA",236.520373069804,1,EXCEL,31.419287,-87.345189,,AL,,,33.7756178,-84.396285,722.0,698.0,15.0,7.0,2.0,0.0,11.0,123.0,2.0,58.0,70.0,40.0,0.0,0.0,147.0,258.0,15.0,3.0,1.0,34.8,34.5,37.4,36591.0,16233.0,842.0,111500.0,,,,
8481,"FAIR PLAY, SC",GTECH,"ATLANTA, GA",95.0920562575984,1,FAIR PLAY,34.516357,-82.996359,99.9 mi,SC,6647.0,1 hour 51 mins,33.7756178,-84.396285,2474.0,2387.0,41.0,0.0,0.0,46.0,16.0,588.0,155.0,224.0,317.0,46.0,10.0,17.0,172.0,1115.0,56.0,0.0,0.0,48.6,46.4,51.2,47857.0,29221.0,,158700.0,,,,
8490,"FAIRBURN, GA",GTECH,"ATLANTA, GA",18.8914368452546,1,FAIRBURN,33.589298,-84.636766,26.3 mi,GA,2788.0,46 mins,33.7756178,-84.396285,30318.0,6043.0,23094.0,37.0,296.0,3082.0,136.0,4863.0,578.0,1253.0,3098.0,1700.0,82.0,115.0,3773.0,15351.0,1317.0,431.0,184.0,34.6,33.7,35.7,45566.0,22016.0,869.0,131900.0,12.97,14.12,0.042,7.43
8508,"FAIRFAX, SC",GTECH,"SAVANNAH, GA",61.278890373463,1,FAIRFAX,32.963155,-81.253906,67.9 mi,SC,4930.0,1 hour 22 mins,32.0835,-81.0998,4458.0,1472.0,2976.0,0.0,0.0,81.0,43.0,1007.0,326.0,257.0,283.0,59.0,0.0,24.0,1047.0,1323.0,185.0,21.0,0.0,38.6,38.0,43.0,25813.0,10750.0,606.0,45600.0,,,,
8513,"FAIRFIELD, AL",GTECH,"ATLANTA, GA",146.974297053405,1,FAIRFIELD,33.476072,-86.920253,158 mi,AL,8808.0,2 hours 27 mins,33.7756178,-84.396285,11415.0,589.0,10368.0,16.0,7.0,236.0,42.0,1973.0,172.0,821.0,1004.0,364.0,11.0,7.0,2520.0,5136.0,740.0,173.0,16.0,36.9,34.2,40.8,35062.0,18764.0,728.0,95000.0,0.23,0.97,0.107,0.02
