,CityState,Impressions,CPC,CTR,Cost
6107,"SOUTH VALLEY, NM",0.29,6.72,0.083,0.16
6108,"STATELINE, NV",0.29,20.35,0.013,0.07
6109,"YORK, NE",0.29,2.08,0.08,0.05
6110,"RUSHVILLE, NE",0.29,1.13,0.074,0.02
6111,"WELLFLEET, MA",0.29,1.05,0.038,0.01
6112,"ROWE, MA",0.29,0.66,0.083,0.02
6113,"TEMPLETON, MA",0.29,23.6,0.015,0.1
6114,"WEST SPRINGFIELD, MA",0.29,13.61,0.01,0.04
6115,"WHITEWOOD, SD",0.29,4.4,0.026,0.03
6116,"SUN VALLEY, NV",0.29,14.17,0.015,0.06
6117,"MENDON, MA",0.29,19.06,0.04,0.22
6118,"NORTH BROOKFIELD, MA",0.29,4.73,0.027,0.04
6119,"RAVENNA, NE",0.29,3.43,0.038,0.04
6120,"MATTAPOISETT, MA",0.29,12.72,0.01,0.04
6121,"PINE RIDGE, SD",0.29,4.77,0.027,0.04
6122,"MITCHELL, SD",0.29,0.6,0.019,0.0
6123,"RATON, NM",0.29,22.1,0.023,0.15
6124,"OGALLALA, NE",0.29,1.94,0.087,0.05
6125,"ORANGE, MA",0.29,4.0,0.044,0.05
6126,"LOS OJOS, NM",0.29,6.56,0.046,0.08
6127,"NORTH TRURO, MA",0.29,38.24,0.033,0.36
6128,"NEWELL, SD",0.29,18.61,0.048,0.25
6129,"RED CLOUD, NE",0.29,1.8,0.065,0.03
6130,"MONTEZUMA, NM",0.29,0.41,0.083,0.01
6131,"MILTON, DE",0.29,8.69,0.027,0.07
6132,"LORDSBURG, NM",0.29,12.59,0.031,0.11
6133,"MURDOCK, NE",0.29,1.81,0.086,0.04
6134,"LOVINGTON, NM",0.29,17.09,0.018,0.09
6135,"IPSWICH, SD",0.29,1.06,0.062,0.02
6136,"GRANVILLE, MA",0.29,8.93,0.008,0.02
6137,"GREGORY, SD",0.29,13.16,0.054,0.2
6138,"HEBRON, NE",0.29,2.6,0.094,0.07
6139,"FALLON, NV",0.29,3.09,0.028,0.02
6140,"HAWTHORNE, NV",0.29,2.6,0.058,0.04
6141,"HOLLAND, MA",0.29,16.61,0.005,0.02
6142,"GRETNA, NE",0.29,5.16,0.011,0.02
6143,"LEVERETT, MA",0.29,1.18,0.028,0.01
6144,"EDGEMOOR, DE",0.29,20.7,0.005,0.03
6145,"ESTELLINE, SD",0.29,3.04,0.099,0.08
6146,"EASTHAM, MA",0.29,12.29,0.02,0.07
6147,"LEXINGTON, NE",0.29,1.53,0.068,0.03
6148,"HERSHEY, NE",0.29,1.38,0.043,0.02
6149,"ESPANOLA, NM",0.29,1.26,0.077,0.03
6150,"GERLACH, NV",0.29,4.12,0.033,0.04
6151,"FAIRBURY, NE",0.29,15.22,0.007,0.03
6152,"GIBBON, NE",0.29,6.12,0.064,0.11
6153,"LAS VEGAS, NM",0.29,6.35,0.067,0.12
6154,"GRANBY, MA",0.29,15.22,0.008,0.04
6155,"CHADRON, NE",0.29,22.63,0.024,0.15
6156,"CONWAY, MA",0.29,4.97,0.012,0.02
6157,"CROWNPOINT, NM",0.29,15.46,0.01,0.05
6158,"CARLIN, NV",0.29,8.81,0.009,0.02
6159,"CEDAR CREST, NM",0.29,1.51,0.019,0.01
6160,"BOSQUE FARMS, NM",0.29,11.82,0.032,0.11
6161,"DELMAR, DE",0.29,5.14,0.017,0.02
6162,"BETHANY BEACH, DE",0.29,10.96,0.023,0.07
6163,"BRANDON, SD",0.29,15.3,0.023,0.1
6164,"COLTON, SD",0.29,2.49,0.05,0.04
6165,"CHATHAM, MA",0.29,18.18,0.019,0.1
6166,"CUBA, NM",0.29,0.42,0.019,0.0
6167,"BIG SPRINGS, NE",0.29,0.81,0.004,0.0
6168,"DULCE, NM",0.29,3.92,0.062,0.07
6169,"BOULDER CITY, NV",0.29,23.01,0.019,0.13
6170,"COZAD, NE",0.29,11.78,0.028,0.09
6171,"ADAMS, MA",0.29,21.97,0.029,0.18
6172,"DEMING, NM",0.29,15.25,0.048,0.2
6173,"ATKINSON, NE",0.29,5.08,0.024,0.03
6174,"ALGODONES, NM",0.29,30.14,0.043,0.37
6175,"DEERFIELD, MA",0.29,16.15,0.023,0.11
6176,"CREIGHTON, NE",0.29,4.13,0.03,0.04
6177,"BROKEN BOW, NE",0.29,4.75,0.052,0.07
6178,"RICE, MN",0.28,8.17,0.036,0.08
6179,"TWO HARBORS, MN",0.28,13.05,0.021,0.08
6180,"SUNFLOWER, MS",0.28,4.75,0.039,0.05
6181,"SHANNON, MS",0.28,6.55,0.056,0.1
6182,"WALKER, MN",0.28,2.22,0.027,0.02
6183,"TRIMONT, MN",0.28,45.0,0.025,0.31
6184,"RICHLAND, MS",0.28,1.58,0.038,0.02
6185,"SKAGWAY, AK",0.28,2.0,0.044,0.02
6186,"ROCKFORD, MN",0.28,46.85,0.042,0.55
6187,"WACONIA, MN",0.28,5.42,0.03,0.05
6188,"STACY, MN",0.28,16.98,0.008,0.04
6189,"TUNICA, MS",0.28,0.82,0.097,0.02
6190,"VICTORIA, MN",0.28,3.77,0.029,0.03
6191,"VALDEZ, AK",0.28,9.72,0.048,0.13
6192,"SLAYTON, MN",0.28,5.74,0.018,0.03
6193,"WADENA, MN",0.28,9.38,0.025,0.06
6194,"RICHTON, MS",0.28,2.57,0.051,0.04
6195,"WINNEBAGO, MN",0.28,5.43,0.051,0.08
6196,"SWAN RIVER, MN",0.28,11.9,0.013,0.04
6197,"WEST POINT, MS",0.28,17.88,0.012,0.06
6198,"SAINT FRANCIS, MN",0.28,3.26,0.033,0.03
6199,"WILLMAR, MN",0.28,2.36,0.054,0.04
6200,"SPICER, MN",0.28,22.01,0.019,0.12
6201,"SENATOBIA, MS",0.28,2.94,0.032,0.03
6202,"RANDOLPH, MN",0.28,0.89,0.074,0.02
6203,"MELROSE, MN",0.28,9.18,0.012,0.03
6204,"PONTOTOC, MS",0.28,6.41,0.016,0.03
6205,"PHILADELPHIA, MS",0.28,0.51,0.093,0.01
6206,"MAGEE, MS",0.28,3.86,0.044,0.05
6207,"NEW PRAGUE, MN",0.28,1.61,0.047,0.02
6208,"PALMER, AK",0.28,4.14,0.056,0.06
6209,"LUCEDALE, MS",0.28,5.18,0.042,0.06
6210,"MONTGOMERY, MN",0.28,3.58,0.048,0.05
6211,"MOUNTAIN IRON, MN",0.28,18.91,0.008,0.04
6212,"PICAYUNE, MS",0.28,14.6,0.047,0.19
6213,"LITTLEFORK, MN",0.28,18.17,0.021,0.1
6214,"NICOLLET, MN",0.28,6.47,0.015,0.03
6215,"MORRIS, MN",0.28,0.92,0.048,0.01
6216,"NORTH POLE, AK",0.28,0.76,0.029,0.01
6217,"MENDOTA HEIGHTS, MN",0.28,18.25,0.019,0.09
6218,"LUMBERTON, MS",0.28,0.76,0.057,0.01
6219,"OKOLONA, MS",0.28,3.4,0.055,0.05
6220,"NASHUA, MN",0.28,0.44,0.047,0.01
6221,"LONSDALE, MN",0.28,11.14,0.02,0.06
6222,"LUVERNE, MN",0.28,3.09,0.027,0.02
6223,"PARKERS PRAIRIE, MN",0.28,14.73,0.024,0.1
6224,"LORETTO, MN",0.28,4.06,0.021,0.02
6225,"MORTON, MS",0.28,7.97,0.075,0.16
6226,"QUITMAN, MS",0.28,2.88,0.07,0.06
6227,"HAINES, AK",0.28,4.6,0.046,0.06
6228,"HAWLEY, MN",0.28,1.23,0.088,0.03
6229,"LA CRESCENT, MN",0.28,18.57,0.015,0.08
6230,"ELKO NEW MARKET, MN",0.28,19.38,0.012,0.06
6231,"KENAI, AK",0.28,4.67,0.025,0.03
6232,"GOODMAN, MS",0.28,10.41,0.022,0.06
6233,"GRAND RAPIDS, MN",0.28,14.95,0.025,0.1
6234,"FOREST, MS",0.28,12.5,0.009,0.03
6235,"LAUDERDALE, MS",0.28,5.77,0.014,0.02
6236,"GUNTOWN, MS",0.28,2.42,0.063,0.04
6237,"LAKE CRYSTAL, MN",0.28,0.9,0.124,0.03
6238,"EVELETH, MN",0.28,23.01,0.031,0.2
6239,"HAMILTON, MS",0.28,17.49,0.01,0.05
6240,"JANESVILLE, MN",0.28,1.95,0.031,0.02
6241,"LAKE BENTON, MN",0.28,6.63,0.032,0.06
6242,"GRANITE FALLS, MN",0.28,18.72,0.018,0.09
6243,"FAIRMONT, MN",0.28,2.36,0.063,0.04
6244,"KNIK-FAIRVIEW, AK",0.28,4.42,0.03,0.04
6245,"ARDEN HILLS, MN",0.28,52.78,0.029,0.42
6246,"CLEVELAND, MS",0.28,1.6,0.065,0.03
6247,"CROOKSTON, MN",0.28,12.31,0.009,0.03
6248,"CLARKSDALE, MS",0.28,2.5,0.028,0.02
6249,"CHISHOLM, MN",0.28,8.92,0.026,0.06
6250,"CALHOUN CITY, MS",0.28,1.28,0.055,0.02
6251,"DECATUR, MS",0.28,9.62,0.033,0.09
6252,"DURANT, MS",0.28,1.12,0.054,0.02
6253,"COLLEGE, AK",0.28,3.15,0.048,0.04
6254,"CENTER CITY, MN",0.28,6.68,0.034,0.06
6255,"AFTON, MN",0.28,11.34,0.037,0.11
6256,"BOONEVILLE, MS",0.28,18.03,0.02,0.1
6257,"BROWNSVILLE, MN",0.28,3.05,0.028,0.02
6258,"BYHALIA, MS",0.28,5.89,0.023,0.04
6259,"ALTURA, MN",0.28,17.42,0.023,0.11
6260,"COOK, MN",0.28,17.73,0.008,0.04
6261,"BAY SPRINGS, MS",0.28,3.97,0.038,0.04
6262,"COON RAPIDS, MN",0.28,19.89,0.017,0.09
6263,"CANNON FALLS, MN",0.28,44.59,0.024,0.3
6264,"CLEARWATER, MN",0.28,22.9,0.027,0.17
6265,"COLUMBIA, MS",0.28,3.6,0.033,0.03
6266,"BRECKENRIDGE, MN",0.28,2.02,0.055,0.03
6267,"ALBANY, MN",0.28,10.41,0.046,0.13
6268,"BUFFALO, MN",0.28,8.01,0.035,0.08
6269,"DETROIT LAKES, MN",0.28,0.56,0.085,0.01
6270,"EAGLE BEND, MN",0.28,6.2,0.05,0.08
6271,"BATESVILLE, MS",0.28,1.6,0.133,0.06
6272,"AVON, MN",0.28,4.52,0.018,0.02
6273,"BLUE EARTH, MN",0.28,9.18,0.073,0.19
6274,"CARTHAGE, MS",0.28,1.72,0.071,0.03
6275,"WOLF TRAP, VA",0.27,8.715,0.013,0.03
6276,"WILLIAMS, CA",0.27,12.73,0.013,0.04
6277,"WARD, AR",0.27,3.4,0.069,0.06
6278,"TRANQUILLITY, CA",0.27,23.36,0.009,0.05
6279,"SANTA PAULA, CA",0.27,18.64,0.014,0.07
6280,"WEST CARSON, CA",0.27,14.08,0.048,0.18
6281,"WOODSTOCK, VA",0.27,17.86,0.012,0.06
6282,"THORNTON, CA",0.27,59.97,0.02,0.31
6283,"TRABUCO CANYON, CA",0.27,12.45,0.029,0.1
6284,"RIO VISTA, CA",0.27,4.74,0.024,0.03
6285,"TOLLHOUSE, CA",0.27,26.99,0.016,0.11
6286,"STINSON BEACH, CA",0.27,10.28,0.032,0.09
6287,"WEAVERVILLE, CA",0.27,35.16,0.017,0.16
6288,"THOUSAND PALMS, CA",0.27,17.47,0.013,0.06
6289,"WOODLAKE, CA",0.27,30.17,0.046,0.37
6290,"THREE RIVERS, CA",0.27,12.8,0.029,0.1
6291,"RESCUE, CA",0.27,1.92,0.063,0.03
6292,"ROSSMOOR, CA",0.27,13.34,0.011,0.04
6293,"WHITE HALL, AR",0.27,1.37,0.026,0.01
6294,"TRUMANN, AR",0.27,6.66,0.054,0.09
6295,"STAMPS, AR",0.27,1.22,0.069,0.02
6296,"SAN MARINO, CA",0.27,16.51,0.008,0.04
6297,"WILLITS, CA",0.27,12.37,0.044,0.15
6298,"WEST POINT, CA",0.27,27.6,0.047,0.35
6299,"VANDENBERG AIR FORCE BASE, CA",0.27,22.63,0.015,0.09
6300,"WEST SPRINGFIELD, VA",0.27,26.775,0.005,0.035
6301,"SHANDON, CA",0.27,35.8,0.035,0.33
6302,"STRASBURG, VA",0.27,6.295,0.0155,0.025
6303,"SHASTA LAKE, CA",0.27,21.33,0.021,0.12
6304,"SIERRA MADRE, CA",0.27,2.88,0.04,0.03
6305,"ROMNEY, WV",0.27,31.1,0.0365,0.295
6306,"SAN PABLO, CA",0.27,6.88,0.023,0.04
6307,"WOODSIDE, CA",0.27,27.54,0.011,0.08
6308,"SAN QUENTIN, CA",0.27,22.65,0.014,0.09
6309,"WALDO, AR",0.27,8.87,0.021,0.05
6310,"WESTLAKE VILLAGE, CA",0.27,3.24,0.016,0.01
6311,"WALNUT RIDGE, AR",0.27,11.71,0.039,0.12
6312,"WESTLEY, CA",0.27,16.13,0.009,0.04
6313,"TWAIN HARTE, CA",0.27,35.64,0.022,0.21
6314,"WASCO, CA",0.27,9.77,0.042,0.11
6315,"MARION, AR",0.27,2.93,0.047,0.04
6316,"LONDON, AR",0.27,2.27,0.033,0.02
6317,"MOUNT SHASTA, CA",0.27,2.73,0.048,0.03
6318,"PRAIRIE GROVE, AR",0.27,2.25,0.042,0.02
6319,"LUCERNE VALLEY, CA",0.27,2.55,0.056,0.04
6320,"PRESCOTT, AR",0.27,4.89,0.088,0.11
6321,"PENNGROVE, CA",0.27,14.23,0.007,0.03
6322,"LUCERNE, CA",0.27,3.63,0.041,0.04
6323,"PEARBLOSSOM, CA",0.27,8.66,0.037,0.08
6324,"MOSS BEACH, CA",0.27,17.92,0.03,0.14
6325,"PALOS VERDES PENINSULA, CA",0.27,15.96,0.011,0.05
6326,"MANASSAS PARK, VA",0.27,20.055,0.0215,0.11
6327,"OLIVEHURST, CA",0.27,20.99,0.012,0.07
6328,"MAGALIA, CA",0.27,24.16,0.017,0.11
6329,"MARSHALL, CA",0.27,27.6,0.021,0.16
6330,"NICASIO, CA",0.27,19.84,0.014,0.08
6331,"MIDDLEBURG, VA",0.27,0.46499999999999997,0.029500000000000002,0.0
6332,"MCCONNELLSBURG, PA",0.27,5.135,0.0315,0.04
6333,"MANTUA, VA",0.27,7.955,0.019,0.04
6334,"MIDLAND, VA",0.27,4.59,0.0225,0.03
6335,"PIXLEY, CA",0.27,2.93,0.037,0.03
6336,"PENN VALLEY, CA",0.27,16.5,0.009,0.04
6337,"PISMO BEACH, CA",0.27,1.23,0.02,0.01
6338,"PARLIER, CA",0.27,18.74,0.029,0.14
6339,"MAMMOTH SPRING, AR",0.27,3.98,0.067,0.07
6340,"POLLOCK PINES, CA",0.27,18.5,0.008,0.04
6341,"NORFORK, AR",0.27,2.33,0.045,0.03
6342,"PINE GROVE, CA",0.27,0.97,0.059,0.02
6343,"LONOKE, AR",0.27,2.45,0.047,0.03
6344,"JULIAN, CA",0.27,7.11,0.018,0.03
6345,"FOUNTAIN VALLEY, CA",0.27,9.66,0.016,0.04
6346,"LAKE ARROWHEAD, CA",0.27,7.36,0.044,0.09
6347,"GROVELAND, CA",0.27,0.64,0.121,0.02
6348,"EL CAMINO VILLAGE, CA",0.27,15.58,0.009,0.04
6349,"LE GRAND, CA",0.27,13.53,0.029,0.11
6350,"ELVERTA, CA",0.27,4.77,0.023,0.03
6351,"KERMAN, CA",0.27,37.97,0.055,0.55
6352,"EL DORADO HILLS, CA",0.27,27.67,0.005,0.04
6353,"GLENWOOD, AR",0.27,19.7,0.071,0.37
6354,"GRAND TERRACE, CA",0.27,13.74,0.021,0.08
6355,"GRIDLEY, CA",0.27,21.63,0.034,0.2
6356,"JASPER, AR",0.27,2.27,0.057,0.03
6357,"HIGDEN, AR",0.27,0.82,0.085,0.02
6358,"GREENWOOD, AR",0.27,1.73,0.09,0.04
6359,"JENNER, CA",0.27,9.27,0.02,0.05
6360,"GREENVILLE, CA",0.27,16.92,0.024,0.11
6361,"GENTRY, AR",0.27,1.31,0.061,0.02
6362,"INWOOD, WV",0.27,6.71,0.0265,0.05
6363,"KERNVILLE, CA",0.27,13.3,0.047,0.17
6364,"FELTON, CA",0.27,46.07,0.049,0.61
6365,"GRANITE BAY, CA",0.27,4.06,0.043,0.05
6366,"FRONT ROYAL, VA",0.27,5.5,0.029,0.04
6367,"GOULD, AR",0.27,47.86,0.083,1.04
6368,"EDWARDS AIR FORCE BASE, CA",0.27,5.46,0.039,0.06
6369,"EXETER, CA",0.27,10.48,0.022,0.06
6370,"LINCOLN, AR",0.27,3.33,0.07,0.06
6371,"LEBEC, CA",0.27,1.91,0.036,0.02
6372,"LINCOLNIA, VA",0.27,7.01,0.019,0.035
6373,"EMERYVILLE, CA",0.27,12.88,0.02,0.07
6374,"JAMUL, CA",0.27,13.7,0.03,0.11
6375,"GOLETA, CA",0.27,4.25,0.027,0.03
6376,"GUERNEVILLE, CA",0.27,10.72,0.017,0.05
6377,"LAKE HUGHES, CA",0.27,4.84,0.012,0.02
6378,"LINDEN, VA",0.27,9.25,0.0235,0.06
6379,"FERNDALE, CA",0.27,56.1,0.047,0.71
6380,"LINDSAY, CA",0.27,46.03,0.038,0.46
6381,"IVANHOE, CA",0.27,4.13,0.017,0.02
6382,"INVERNESS, CA",0.27,2.78,0.03,0.02
6383,"HOXIE, AR",0.27,2.07,0.039,0.02
6384,"FIREBAUGH, CA",0.27,9.3,0.027,0.07
6385,"HORNBROOK, CA",0.27,10.83,0.04,0.11
6386,"DORRIS, CA",0.27,22.67,0.014,0.08
6387,"ALTURAS, CA",0.27,15.02,0.057,0.23
6388,"CAYUCOS, CA",0.27,1.46,0.036,0.01
6389,"BURNEY, CA",0.27,3.73,0.019,0.02
6390,"BRADFORD, AR",0.27,3.92,0.024,0.02
6391,"ATWATER, CA",0.27,4.01,0.023,0.02
6392,"COLONIAL BEACH, VA",0.27,12.74,0.0135,0.045
6393,"BELLE HAVEN, VA",0.27,10.620000000000001,0.013,0.04
6394,"ARCOLA, VA",0.27,9.865,0.0155,0.04
6395,"BAY POINT, CA",0.27,45.33,0.033,0.4
6396,"CANYON LAKE, CA",0.27,7.0,0.041,0.08
6397,"BRINKLEY, AR",0.27,0.85,0.087,0.02
6398,"ASHDOWN, AR",0.27,21.28,0.029,0.16
6399,"CASTROVILLE, CA",0.27,30.62,0.032,0.26
6400,"ARKADELPHIA, AR",0.27,18.03,0.043,0.2
6401,"DANVILLE, AR",0.27,1.38,0.091,0.03
6402,"BRIDGEPORT, CA",0.27,28.52,0.029,0.22
6403,"CALIPATRIA, CA",0.27,5.28,0.022,0.03
6404,"BOONEVILLE, AR",0.27,7.68,0.025,0.05
6405,"AGOURA HILLS, CA",0.27,16.26,0.034,0.15
6406,"DURHAM, CA",0.27,23.76,0.008,0.05
6407,"ANTELOPE, CA",0.27,3.38,0.046,0.04
6408,"DUMAS, AR",0.27,10.09,0.045,0.12
6409,"CHALLENGE-BROWNSVILLE, CA",0.27,7.89,0.014,0.03
6410,"BEALE AIR FORCE BASE, CA",0.27,4.46,0.019,0.02
6411,"ADELANTO, CA",0.27,4.19,0.0,0.0
6412,"CHOWCHILLA, CA",0.27,11.55,0.04,0.12
6413,"DELAPLANE, VA",0.27,6.67,0.0865,0.15
6414,"ATHERTON, CA",0.27,12.16,0.01,0.03
6415,"ARVIN, CA",0.27,6.06,0.069,0.11
6416,"BIG BEAR LAKE, CA",0.27,13.58,0.012,0.04
6417,"WILLAMINA, OR",0.255,1.43,0.0215,0.01
6418,"WINSTON, OR",0.255,3.03,0.0495,0.04
6419,"SUTHERLIN, OR",0.255,15.81,0.014,0.055
6420,"SEAL ROCK, OR",0.255,16.54,0.019000000000000003,0.08
6421,"SAINT HELENS, OR",0.255,0.67,0.0885,0.01
6422,"UNION, OR",0.255,3.65,0.025500000000000002,0.02
6423,"TANGENT, OR",0.255,13.79,0.037500000000000006,0.13
6424,"WARRENTON, OR",0.255,4.31,0.037000000000000005,0.04
6425,"ROCKAWAY BEACH, OR",0.255,21.06,0.0395,0.21
6426,"OAKLAND, OR",0.255,1.25,0.039999999999999994,0.01
6427,"PENDLETON, OR",0.255,10.64,0.036500000000000005,0.1
6428,"MULINO, OR",0.255,0.78,0.1095,0.02
6429,"OAK GROVE, OR",0.255,9.8,0.022,0.05
6430,"MARCOLA, OR",0.255,7.02,0.0165,0.03
6431,"MOLALLA, OR",0.255,2.71,0.042499999999999996,0.03
6432,"MOUNT HOOD VILLAGE, OR",0.255,3.15,0.0505,0.04
6433,"KEIZER, OR",0.255,11.86,0.041499999999999995,0.12
6434,"JACKSONVILLE, OR",0.255,115.72,0.0865,2.485
6435,"HEPPNER, OR",0.255,3.105,0.028,0.02
6436,"LA GRANDE, OR",0.255,4.35,0.109,0.12
6437,"HARRISBURG, OR",0.255,9.87,0.009000000000000001,0.02
6438,"GASTON, OR",0.255,4.53,0.0235,0.03
6439,"HINES, OR",0.255,1.91,0.036000000000000004,0.02
6440,"AURORA, OR",0.255,7.45,0.031,0.06
6441,"CAMAS VALLEY, OR",0.255,2.69,0.07400000000000001,0.05
6442,"CONDON, OR",0.255,39.86,0.0165,0.165
6443,"CANNON BEACH, OR",0.255,30.49,0.009000000000000001,0.07
6444,"CAVE JUNCTION, OR",0.255,2.87,0.066,0.05
6445,"CANYONVILLE, OR",0.255,9.18,0.014,0.03
6446,"CLACKAMAS, OR",0.255,13.14,0.014499999999999999,0.05
6447,"SKIPPACK, PA",0.23,28.41,0.026,0.16
6448,"SALEM, NY",0.23,2.8,0.032,0.02
6449,"WASHINGTON, WI",0.23,3.39,0.042,0.03
6450,"RIPLEY, WV",0.23,7.83,0.013,0.02
6451,"TAMA, IA",0.23,6.8,0.022,0.03
6452,"TUKWILA, WA",0.23,3.58,0.037,0.03
6453,"WAKEMAN, OH",0.23,3.55,0.101,0.08
6454,"WEST SENECA, NY",0.23,24.98,0.039,0.22
6455,"WEST BURLINGTON, IA",0.23,8.17,0.017,0.03
6456,"WARSAW, VA",0.23,25.24,0.031,0.18
6457,"VIENNA, GA",0.23,43.37,0.014,0.14
6458,"SEASIDE HEIGHTS, NJ",0.23,37.14,0.039,0.33
6459,"WOODBINE, NJ",0.23,7.71,0.043,0.07
6460,"STRAFFORD, NH",0.23,36.46,0.056,0.46
6461,"RUSSIAVILLE, IN",0.23,7.07,0.048,0.08
6462,"WEST UNION, WV",0.23,7.48,0.022,0.04
6463,"TELLICO PLAINS, TN",0.23,7.07,0.056,0.09
6464,"SPRINGVILLE, NY",0.23,3.01,0.065,0.04
6465,"TOMAHAWK, WI",0.23,8.99,0.038,0.08
6466,"TICONDEROGA, NY",0.23,2.38,0.08,0.04
6467,"WINDSOR, NY",0.23,13.56,0.03,0.09
6468,"TIFFIN, IA",0.23,13.92,0.013,0.04
6469,"SHAWANO, WI",0.23,0.22,0.165,0.01
6470,"SCOTT AIR FORCE BASE, IL",0.23,7.06,0.028,0.04
6471,"SAINT ANNE, IL",0.23,8.27,0.014,0.03
6472,"TRIADELPHIA, WV",0.23,28.68,0.021,0.14
6473,"WOLCOTT, NY",0.23,22.24,0.019,0.1
6474,"TUMWATER, WA",0.23,16.39,0.024,0.09
6475,"SHELTER ISLAND, NY",0.23,2.27,0.044,0.02
6476,"SPRINGWATER, NY",0.23,11.91,0.01,0.03
6477,"RICHTON PARK, IL",0.23,33.58,0.025,0.19
6478,"STILLMAN VALLEY, IL",0.23,3.71,0.026,0.02
6479,"WRIGHTSVILLE, PA",0.23,20.3,0.024,0.11
6480,"SNYDERVILLE, UT",0.23,3.43,0.077,0.06
6481,"WELSH, LA",0.23,4.62,0.048,0.05
6482,"SCOTT CITY, MO",0.23,1.35,0.12,0.04
6483,"SAXONBURG, PA",0.23,0.81,0.126,0.02
6484,"WESTCHESTER, FL",0.23,21.29,0.041,0.2
6485,"SABETHA, KS",0.23,29.0,0.019,0.12
6486,"THORNTOWN, IN",0.23,4.18,0.034,0.03
6487,"WEATHERFORD, OK",0.23,6.39,0.039,0.06
6488,"WATERVILLE, OH",0.23,21.93,0.03,0.15
6489,"WEBB, AL",0.23,10.25,0.03,0.07
6490,"SODA SPRINGS, ID",0.23,2.96,0.015,0.01
6491,"WINGDALE, NY",0.23,1.94,0.053,0.02
6492,"TURTLE LAKE, , ND",0.23,2.62,0.061,0.04
6493,"TROY, VA",0.23,1.74,0.079,0.03
6494,"TURTLETOWN, TN",0.23,24.25,0.028,0.15
6495,"VIDALIA, GA",0.23,15.42,0.012,0.04
6496,"SCOTT TOWNSHIP, PA",0.23,9.02,0.025,0.05
6497,"WINTER, WI",0.23,17.59,0.041,0.16
6498,"SODDY-DAISY, TN",0.23,4.67,0.057,0.06
6499,"ROCHESTER, WA",0.23,2.25,0.071,0.04
6500,"TUSCUMBIA, AL",0.23,8.95,0.029,0.06
6501,"SPRING VALLEY, NY",0.23,2.92,0.09,0.06
6502,"TRIBUNE, KS",0.23,13.21,0.04,0.12
6503,"VINTON, IA",0.23,5.53,0.059,0.07
6504,"WESTHAMPTON BEACH, NY",0.23,9.82,0.032,0.07
6505,"SHELL ROCK, IA",0.23,9.7,0.062,0.14
6506,"REMUS, MI",0.23,2.66,0.139,0.08
6507,"TOPPENISH, WA",0.23,3.04,0.068,0.05
6508,"ROSEBUSH, MI",0.23,16.47,0.015,0.06
6509,"TARENTUM, PA",0.23,0.54,0.121,0.01
6510,"TILLMANS CORNER, AL",0.23,2.71,0.08,0.05
6511,"STEELVILLE, MO",0.23,24.28,0.028,0.15
6512,"WATSEKA, IL",0.23,4.17,0.035,0.03
6513,"WRIGHT, FL",0.23,12.55,0.034,0.1
6514,"TUXEDO PARK, NY",0.23,13.95,0.021,0.07
6515,"SPENCERPORT, NY",0.23,9.08,0.016,0.03
6516,"ROACHDALE, IN",0.23,14.65,0.015,0.05
6517,"SPIRIT LAKE, IA",0.23,9.01,0.022,0.04
6518,"ROCKVILLE, IN",0.23,36.31,0.013,0.11
6519,"SPOONER, WI",0.23,11.71,0.037,0.1
6520,"ROBERSONVILLE, NC",0.23,14.6,0.033,0.11
6521,"RINDGE, NH",0.23,2.45,0.046,0.03
6522,"ROBERTA, GA",0.23,4.84,0.062,0.07
6523,"YOUNGSVILLE, NC",0.23,26.23,0.04,0.24
6524,"TWIN LAKE, MI",0.23,37.01,0.051,0.43
6525,"TEQUESTA, FL",0.23,14.79,0.007,0.02
6526,"SANBORN, NY",0.23,15.1,0.021,0.07
6527,"ZELIENOPLE, PA",0.23,9.45,0.011,0.02
6528,"SOMERS POINT, NJ",0.23,7.5,0.066,0.11
6529,"VENETIA, PA",0.23,7.52,0.068,0.12
6530,"TWISP, WA",0.23,3.44,0.024,0.02
6531,"RIDGE SPRING, SC",0.23,13.37,0.078,0.24
6532,"WESTMONT, PA",0.23,4.04,0.043,0.04
6533,"RUMNEY, NH",0.23,14.57,0.011,0.04
6534,"WATSONTOWN, PA",0.23,6.73,0.038,0.06
6535,"VERNON, AL",0.23,11.97,0.025,0.07
6536,"WESTON, CT",0.23,6.13,0.028,0.04
6537,"WEBBERS FALLS, OK",0.23,6.95,0.071,0.11
6538,"SANBORNTON, NH",0.23,9.93,0.018,0.04
6539,"SAINT ALBANS, WV",0.23,8.24,0.018,0.03
6540,"TYBEE ISLAND, GA",0.23,7.06,0.056,0.09
6541,"SIOUX CENTER, IA",0.23,18.58,0.045,0.19
6542,"WESTPHALIA, MI",0.23,3.23,0.042,0.03
6543,"RICHLANDS, VA",0.23,20.99,0.033,0.16
6544,"STURTEVANT, WI",0.23,96.9,0.023,0.51
6545,"SARASOTA SPRINGS, FL",0.23,2.81,0.142,0.09
6546,"ROCKY POINT, NY",0.23,2.52,0.063,0.04
6547,"RURAL HALL, NC",0.23,3.21,0.028,0.02
6548,"WESTVILLE, IL",0.23,0.26,0.13,0.01
6549,"VIENNA, IL",0.23,2.07,0.068,0.03
6550,"TYNDALL AIR FORCE BASE, FL",0.23,6.33,0.033,0.05
6551,"VIENNA, WV",0.23,14.29,0.013,0.04
6552,"SAINT JOSEPH, MI",0.23,5.35,0.019,0.02
